path,size_bytes
SNAPAletheiaBuildhistoryDocs0409313Ff66FScipyMainRequirementsDocTxt_41d86417-c0a7-4073-8f40-744cedac3997.json,1843
SNAPAletheiaBuildhistoryDocs043D2324C930CqeFormalizationAppendicesA02ProofOf003MetricMd_7c611bec-7f27-4ec1-bb36-3d6cff3e278c.json,2011
SNAPAletheiaBuildhistoryDocs04727Be479EaCqeplusAutoFullPapersE0C7D3D13BProvideADetailedModuleByModuleOsArchitecturPdf_effb9c38-e24e-412b-869d-43c9efec850a.json,2252
SNAPAletheiaBuildhistoryDocs04847B6Eb9D8BoostTestGammaDataIppFactorialsTxt_1f78d755-02d6-4a59-86d1-f0b6931ddfe6.json,1901
SNAPAletheiaBuildhistoryDocs04C9F1Bc38DeSrcCqe08DocsNewCqeSlices3437Md_4340a204-33d1-41e1-8288-7ee6d802609e.json,1875
SNAPAletheiaBuildhistoryDocs050Bb88201B3DocsPapersCqeFrameworkPaperMd_950e3c6e-47f7-46d1-a3dd-242cb49357ba.json,1863
SNAPAletheiaBuildhistoryDocs053Ac829Dd06DocsArchitectureBriefOnOneSessionInterpretation250827141041Txt_f5ca71ff-2a88-4907-bf47-53827439b67b.json,2129
SNAPAletheiaBuildhistoryDocs0553F2De702ESrcCqe08DocsDeckCalculusWorkedExamplesPdf_9fdba127-fcbc-44c7-95ab-d126460a40e5.json,1958
SNAPAletheiaBuildhistoryDocs063Bf4D8Ce1B02MasterFullCqeMasterFull20251016T200315CodecPdf_72976fec-a983-41f8-a8c8-bf4398ffcb63.json,2014
SNAPAletheiaBuildhistoryDocs0652A3C3D76CBrandingLogoLogoguidelinesMd_b6d6ec34-4b52-4bd5-8403-9ff46ae4bc18.json,1853
SNAPAletheiaBuildhistoryDocs065E0Ba2Ac80DocsArchitectureToroidalSacredGeometryDocumentationMd_9467395e-6071-4d2c-a303-e67471323a1c.json,2056
SNAPAletheiaBuildhistoryDocs06Bafbd8D9E3CqeplusAutoFullDocs50F09114D8Pdf3FractalTxt_9cacde95-6765-4bd8-beda-c8e09a3bb4e6.json,1975
SNAPAletheiaBuildhistoryDocs071057249351DocsArchitectureScene1250920091554Txt_d33b48dc-9e3e-4794-80b0-5e851cb2032a.json,1925
SNAPAletheiaBuildhistoryDocs075A12334F36CqeplusAutoFullPapers7D2666Fb6EUniversalMorphonicIdentityTheoryPdf_e5cfaf9f-cf17-40d2-9f96-6c1dde79784d.json,2160
SNAPAletheiaBuildhistoryDocs07761258265CDocsWhitepapersCqeWhitepaperV1Pdf_429012b0-b193-40d4-8c8c-78e665e0d2a6.json,1891
SNAPAletheiaBuildhistoryDocs0799D319DbbbCqeWorldforgeRepoTestsReadmeMd_8f8630ef-904d-4ed7-9606-c3669b41d9c1.json,1871
SNAPAletheiaBuildhistoryDocs08260E235901DocsArchitectureSourceMaterialsCatalogMd_fd0b825a-3a76-410a-98f5-8e902646dd24.json,1951
SNAPAletheiaBuildhistoryDocs086Ee1056037DocsArchitectureEvolutionAnalysisMd_0b3d05ad-572d-4280-8b2d-ed338693fd21.json,1910
SNAPAletheiaBuildhistoryDocs08A0Bc9A91E3Manusfullsessionmateriallist20251016T081507Z100QuantumPinningMd_9951d8f5-a70a-41a5-abc4-7590584ca1f6.json,2136
SNAPAletheiaBuildhistoryDocs091Dac52B8D5F2PyCodeCmakelistsTxt_38f946ac-d892-411e-b1c3-bf0e2db75c51.json,1794
SNAPAletheiaBuildhistoryDocs099C11Be3A4DManusfullsessionmateriallist20251016T081507Z100Wp004MolecularEconomicsMd_466cd07c-ae2a-484d-bb08-ceaa40b6f7c4.json,2210
SNAPAletheiaBuildhistoryDocs09Fdbf97B142TestsDataLabelResultsTxt_4e35890e-0a55-4389-82ed-e2980219ad65.json,1819
SNAPAletheiaBuildhistoryDocs0A20F2469E1DCqeFormalizationWhitepapers05SacredGeometryMd_8ab313f7-24a6-40da-897f-ecc17c3a50d7.json,1992
SNAPAletheiaBuildhistoryDocs0A391B06Ea5FSrcCqe08DocsCqeGlossaryNotationV1Pdf_45cd6193-df42-44bc-b661-1a93e1fa05f5.json,1918
SNAPAletheiaBuildhistoryDocs0A54E42A3Ed8DocsArchitectureCqeKolmogorovSliceMd_2497d759-db9c-417a-8776-828eac9a194d.json,1919
SNAPAletheiaBuildhistoryDocs0A7D72183D0ACqeWhitepapersSacredGeometryWhitepaperSacredGeometryMd_544c5e61-4219-4546-964a-fdee6e44e714.json,2065
SNAPAletheiaBuildhistoryDocs0Af18CebbbdeLattpyMasterLattpyMasterReadmeMd_f663c43a-3d37-44f6-83bd-31eaca9bd75a.json,1887
SNAPAletheiaBuildhistoryDocs0B78243E9446NumpydocMainNumpydocMainLicenseTxt_745de8ae-2c97-494d-8f12-ae9e6cc131dd.json,1900
SNAPAletheiaBuildhistoryDocs0B9E1Eb0210CTierbB18PaperMd_01eed21e-1b13-442a-9e10-0677b56d8c77.json,1749
SNAPAletheiaBuildhistoryDocs0C33472Bcb3DSrcCqeEggInfoEntryPointsTxt_04ccb696-0665-463c-b14e-3370484a9e8f.json,1845
SNAPAletheiaBuildhistoryDocs0C416E81313DScipyMainRequirementsDevTxt_f087b651-b668-4db3-a445-67d1b15ff005.json,1843
SNAPAletheiaBuildhistoryDocs0C611Fec55BaDocsArchitectureScene16250920101152Txt_4fdb4b9c-aeb2-4b9e-a0dd-e4b36f8a0913.json,1933
SNAPAletheiaBuildhistoryDocs0C9E35Ac8DaaBoostEllintRdDataIppEllintRdDataTxt_0b3b4491-e53c-4253-bb6b-a2c536aa741e.json,1911
SNAPAletheiaBuildhistoryDocs0Cac0E472EbaNumbaMainNumbaMainRequirementsTxt_46873e8c-6281-49d8-91dc-d3db1bc746af.json,1892
SNAPAletheiaBuildhistoryDocs0Cb24Bf63A15TieraA0BPaperMd_dfde2a7c-9125-4c15-8eff-c1b34911f5f2.json,1749
SNAPAletheiaBuildhistoryDocs0Ceb217C2D54Manusfullsessionmateriallist20251016T081507Z100UniversalDuplexMotionStandardMd_47130491-1b00-43b9-a31e-139676f4f1eb.json,2258
SNAPAletheiaBuildhistoryDocs0Cf523Ba8653CqeplusAutoFullDocsDb822C6C12SessionSegment03Txt_402df3e4-f294-41ad-9520-9bcd6bd0582f.json,2016
SNAPAletheiaBuildhistoryDocs0D08895298F8TieraA0ARagIndexMd_873872cd-45f9-4d0f-b086-666c2cf43068.json,1774
SNAPAletheiaBuildhistoryDocs0D1833Ab146DTestsDataPdistMinkowski32MlTxt_96ecd635-b9c6-4d6f-8811-4e427809bc7c.json,1870
SNAPAletheiaBuildhistoryDocs0D28879Cab4BSrcCqe08DocsCqeSystemArchitectureMd_df49e903-8cfd-4a41-b051-13f8344f7bd3.json,1913
SNAPAletheiaBuildhistoryDocs0D4F36C4B577TutorialStatsHypothesisChi2ContingencyMd_71db1164-fee1-4a4c-b5ab-65dd5975b3c0.json,1951
SNAPAletheiaBuildhistoryDocs0D57B4185E73Bestbuild1013252BestBuild101325CqeGvsGenerativeVideoSystemMd_41519ba3-f571-473a-a12c-5cd681100c0a.json,2118
SNAPAletheiaBuildhistoryDocs0D7B4B1EaadbDocsArchitectureQuadraticInfo2509020001361Txt_aac0d62f-019d-4470-8e44-ee3f78e75f33.json,1991
SNAPAletheiaBuildhistoryDocs0Dc1D0D68E93CqeplusRepo20251016Scene8Cqeplus20251016ScenReadmeMd_c4f60fd7-4947-4735-87ca-dac92a8b1f47.json,2050
SNAPAletheiaBuildhistoryDocs0Dc401F5A187SrcCqe08Docs03BPresentationFullPdf_8b0aed59-bcb5-4d23-94d3-e6ac01e7369c.json,1901
SNAPAletheiaBuildhistoryDocs0E111337B254SrcMt19937LicenseMd_911c80ec-bf0e-4fe2-85f7-af72e408961c.json,1781
SNAPAletheiaBuildhistoryDocs0E1B4Cfa7287DocsArchitecture04615394Md_9efe9a75-0ffe-46fe-8f98-ab494d6806ec.json,1837
SNAPAletheiaBuildhistoryDocs0E83C03Ce521TierbB3ReceiptsMd_8a252e02-aa60-4167-b07b-065628665d66.json,1765
SNAPAletheiaBuildhistoryDocs0E96B169A3E4DocsArchitecturePrimeCoprime2509020000581Txt_06e4afe6-9380-4960-85a3-74aa055e15f9.json,1983
SNAPAletheiaBuildhistoryDocs0E974445Fd1CSrcCqe08Docs07GlossaryAndNotationPdf_09e8eaaf-5ec3-4321-a0dc-7bf839d42674.json,1918
SNAPAletheiaBuildhistoryDocs0Ed966Be10EeArtifactsDocsSuperpermGovernanceLedgerMd_830b09b2-8310-4d4b-a90b-4097825081ae.json,1951
SNAPAletheiaBuildhistoryDocs0Ef34211A3BbDocsArchitectureO8SpecMd_5b72f771-7d7e-48b8-8c4c-9d61268684cd.json,1822
SNAPAletheiaBuildhistoryDocs0Efffce0519FSystemPackageV13NestedDraftPapersDraftPaperNotesTxt_ed6690d3-5f6f-4945-8199-498d32a28806.json,2041
SNAPAletheiaBuildhistoryDocs0F2A63699C5FDocsPapersCqeSystemSpecification1Md_68dd18d4-b6df-48c5-8f05-025afaf130f5.json,1914
SNAPAletheiaBuildhistoryDocs0F5E496D87BbCqeCqeCqeWhitepaperSuiteEnhancedEditionExecutiveSummaryMd_ef16448a-188d-4d51-9175-e1aa4d4cfdf1.json,2096
SNAPAletheiaBuildhistoryDocs0F80B7E69Cb7DocsArchitectureAtomicGuide2509021313461Txt_66ebf53f-ff34-4529-b667-cd1952c68120.json,1975
SNAPAletheiaBuildhistoryDocs0Fbb3Ff21281DocsArchitectureLatticeInfo1250904233404Txt_5d4a8c81-d5c7-4459-9154-de6b55aaff8d.json,1974
SNAPAletheiaBuildhistoryDocs1013Ddb624E8BoostErfSmallDataIppErfSmallDataTxt_c3409f9f-b634-4871-8c0d-86f15e24b70c.json,1911
SNAPAletheiaBuildhistoryDocs103166B62B80NumpyRandomLicenseMd_03bdedcd-e2d2-4c01-9c68-6f5dbc917ddf.json,1789
SNAPAletheiaBuildhistoryDocs1052E1D70067CqeFormalizationWhitepapers09ThePrincipleOfNumericalResonanceMd_2b91e2c5-102d-4cf8-b0bd-9b57d20f5437.json,2139
SNAPAletheiaBuildhistoryDocs106D55C931FdScipySpatialCopyingQhullTxt_05616738-52ec-4655-8a47-8afe207a6041.json,1843
SNAPAletheiaBuildhistoryDocs106Fd298A198DocsArchitectureReadme3Md_20a2a7bb-918f-48eb-b4e0-25b822bfad5b.json,1832
SNAPAletheiaBuildhistoryDocs108Eeb25A44CDocsArchitectureCompleteCqeSystemEvolutionAnalysisMd_92884736-20ac-4526-adc2-fc9b712075e5.json,2049
SNAPAletheiaBuildhistoryDocs10B6Fdb339E3SrcCqe08Docs12PresJokereyePdf_022c0c9d-8a93-4ac6-84c7-b3f201ae4717.json,1861
SNAPAletheiaBuildhistoryDocs112482A9C1C2Manusfullsessionmateriallist20251016T081507Z100TheLawOfOptimizedEfficiencyMd_6ac9efca-b694-4ce8-8bbc-533323bfd1e9.json,2243
SNAPAletheiaBuildhistoryDocs1148611Fd375Bestbuild1013252BestBuild101325CqeGenerativeVideoSystemCqeGvs1Md_dd768e4b-8226-44f1-a981-8c6400629d20.json,2155
SNAPAletheiaBuildhistoryDocs116Bbb20E909BoostEllintRf0YyIppEllintRf0YyTxt_77b0d8e6-abaa-4aed-91ca-67c0a3be124e.json,1895
SNAPAletheiaBuildhistoryDocs11985228Ddf0DocsArchitectureScene8250920094555Txt_da49899d-7bf3-45c4-92bb-89b7f401000c.json,1925
SNAPAletheiaBuildhistoryDocs11A2Eeb427F6GithubIssueTemplateDocumentationRequestMd_6bd1b806-acb4-4993-bca4-dc98ad5aa232.json,1960
SNAPAletheiaBuildhistoryDocs11B92Ff6508BManusfullsessionmateriallist20251016T081507Z100Wp014PalindromicSuperpermutationsInDnaComputingMd_8e8bef3f-0fcb-456b-9194-148276d82b78.json,2405
SNAPAletheiaBuildhistoryDocs122764A9A697BoostBesselYvDataIppBesselYvDataTxt_79e4c678-673a-444d-8970-8a7e9a37f227.json,1911
SNAPAletheiaBuildhistoryDocs122C9C4928E0DocsArchitectureCsvDocH250828000221Txt_b8d19994-51ad-4793-8cfb-bb364b874755.json,1934
SNAPAletheiaBuildhistoryDocs125056D6E020SrcCqe08DocsCqeLedgerTemplatePdf_ad0cb552-0541-4cf2-a62b-fc04e922769b.json,1885
SNAPAletheiaBuildhistoryDocs125F0Be5306ADocsArchitectureSnaplatBuildGuideTxt_7d0ffb1a-a42f-48c7-b3b7-a4147df2e4aa.json,1916
SNAPAletheiaBuildhistoryDocs1260D405462DTutorialStatsHypothesisBartlettMd_4ea96c48-351d-4eac-9a86-a4e81dd21ca4.json,1894
SNAPAletheiaBuildhistoryDocs12834D6A2621DocsArchitectureB320Info250827171431Txt_fa917675-0db8-4840-99c1-575ff1ba264d.json,1941
SNAPAletheiaBuildhistoryDocs129Ba1Ec63E5SrcCqe08Docs06WallJokereyePdf_379dc35f-8e9b-4f22-ac90-e17df524d65e.json,1861
SNAPAletheiaBuildhistoryDocs12Cc62660104SrcCqe08DocsCqeGovernanceComplianceV1Pdf_a3b1d9da-d421-4400-ad9a-63ff55818466.json,1950
SNAPAletheiaBuildhistoryDocs12D48782B10BDocsArchitectureCqeLandauSliceMd_419921fa-88c9-41a2-af97-92b3ba6d9b8f.json,1887
SNAPAletheiaBuildhistoryDocs12D859440497DocsArchitecturePhase1PatchNotesMd_cda39452-0408-4a8b-bea3-0a91dbac9114.json,1903
SNAPAletheiaBuildhistoryDocs135B7566C658ToolsWheelsLicenseLinuxTxt_db761032-1c71-44ac-a57d-798812b196d8.json,1835
SNAPAletheiaBuildhistoryDocs137A741Cc09CSrcCqe08DocsCqeCardMatPdf_2f95ca71-3c93-44a9-bc19-c144674ac091.json,1829
SNAPAletheiaBuildhistoryDocs1386A92A1010DocsArchitectureNewCqeSliceConceptsMd_20493659-4149-4758-940e-3111253f9ca0.json,1928
SNAPAletheiaBuildhistoryDocs1452D4Dc8739GithubIssueTemplateFirstRcChecklistMd_a503f4e4-4388-47d3-b3c8-b2efd623e78c.json,1929
SNAPAletheiaBuildhistoryDocs145D66Cb5E76DocsArchitectureBrainData250921195101Txt_d2597f9a-1b2e-47ea-8efc-d3d45e384af4.json,1949
SNAPAletheiaBuildhistoryDocs14920A4913E6TqfSuitePackageDocsClaimQmefMd_42a36a46-4eb7-402a-bf2a-d37ad89a07cf.json,1872
SNAPAletheiaBuildhistoryDocs14Cdfbffcd2ASerializationVocabularyNerTxt_30eaebf9-c8c3-47f1-b1ab-20fd467ef67a.json,1858
SNAPAletheiaBuildhistoryDocs151344112Db2BenchmarksCutestDfoTxt_05a6134e-ca63-483a-bf19-7a67fb001784.json,1802
SNAPAletheiaBuildhistoryDocs1518C78A9008BoostErfDataIppErfDataTxt_ee2826ba-5aa9-47cc-9279-847dddf02302.json,1829
SNAPAletheiaBuildhistoryDocs1543841Cdc1ACqeUnifiedRunnersReadmeMd_e07fa8bd-8ef4-4abf-b75c-4c2779e94e48.json,1830
SNAPAletheiaBuildhistoryDocs1561A808Daf7EmcpSuiteBundleOriginalsExplanationsMd_136d6336-b98b-46ea-9ade-b0b32e3fdc50.json,1935
SNAPAletheiaBuildhistoryDocs15A684Bc6E59DocsExamplesEmailMd_0f135d49-3f1b-4bdb-89d1-1873e6344b53.json,1781
SNAPAletheiaBuildhistoryDocs15D3Dcf18Ca9SrcCqe08DocsTheGameLocalModePdf_b733279a-9db6-4050-8bd4-94302fef1655.json,1878
SNAPAletheiaBuildhistoryDocs16272Be8Cc28DocsArchitectureDeliverySummaryMd_3fdbc06a-42d9-467f-8ba3-22397112cd9c.json,1894
SNAPAletheiaBuildhistoryDocs165B64Bec50FCoreCodeGeneratorsCversionsTxt_dc27a6a8-3f74-4322-be5a-f2c6342a449a.json,1868
SNAPAletheiaBuildhistoryDocs169Eece9D47ABoostErfcInvDataIppErfcInvDataTxt_e84223f1-3b3a-43f9-b7e8-1705669d997e.json,1895
SNAPAletheiaBuildhistoryDocs16Ad09C4489202MasterFullCqeMasterFull20251016T200315Part8TestingProtocolsValidationPdf_966a5183-aeb9-4077-8034-0d0442648684.json,2233
SNAPAletheiaBuildhistoryDocs16C501F7F139NumpyMainGithubPullRequestTemplateMd_c09552b0-525b-4306-8b15-a9c61779a83d.json,1921
SNAPAletheiaBuildhistoryDocs16Dc016441B0DocsArchitectureAgrmCmplxTreeTxt_8460d4df-2881-494e-9c45-ee8c5449e899.json,1884
SNAPAletheiaBuildhistoryDocs1729B5861Bb0CqeplusAutoFullDocs0A3A191278VendorTxt_224f2009-10f1-4b2e-8710-ba9b6c87d74d.json,1934
SNAPAletheiaBuildhistoryDocs173E9Fcb5180DocsArchitectureApiReferenceMd_fae7ce5a-cc4b-439f-a1bb-e97398feec10.json,1870
SNAPAletheiaBuildhistoryDocs1758382E0AfaSerializationVocabularyHeadTagsTxt_5d64c7d9-6fc4-4c0d-af2f-2fe00241218f.json,1899
SNAPAletheiaBuildhistoryDocs17Bbdaee601CSrcCqe08DocsCqeOctetPapersFullPdf_5622f611-624e-40a3-8653-7b5c75a39feb.json,1894
SNAPAletheiaBuildhistoryDocs17F663C623DbCqeFormalizationProofsP02Theorem32UnimodularityMd_59f3d7ad-c428-476f-8c08-0c2f59dbe771.json,2026
SNAPAletheiaBuildhistoryDocs17Fe235Bc5F9NumpyMaApiChangesTxt_6859e2ba-3cbf-4710-b92c-631eec7db014.json,1787
SNAPAletheiaBuildhistoryDocs180F2162B1EcTestsDataRandomDoubleDataTxt_ff9dd829-d966-4d5e-a474-07d2495dfc2a.json,1852
SNAPAletheiaBuildhistoryDocs18105Bb6136FBoostLegendrePIppLegendrePTxt_4daf0cba-c5af-4cca-8782-b225c2d4834e.json,1861
SNAPAletheiaBuildhistoryDocs18C906Aab2E2BoostNccsBigIppNccsBigTxt_a9b312d7-091e-457c-93ac-42b84d6abf31.json,1829
SNAPAletheiaBuildhistoryDocs1919E075C7EeDocsArchitectureComprehensiveAnalysisOfLegacyCqeWorkMd_9bf487e2-a02c-4a12-ad51-1ad835f7780c.json,2066
SNAPAletheiaBuildhistoryDocs1961Cb1Eb0BdLattpyMasterLattpyMasterContributingMd_ecc94b03-c4db-4f24-ae75-7d393a2ea0a9.json,1935
SNAPAletheiaBuildhistoryDocs19976692A98CEmcpTqfDeliveryUseruploadsFormulaMapTqfLawsHarnessV1Md_660eb9a9-94ae-43d7-85a6-6bece24d2979.json,2069
SNAPAletheiaBuildhistoryDocs19Aa93945824Cqe08Docs010Cqe08DocsReadmeMd_dff8a3fe-36b5-4d83-a646-92a911ce73a9.json,1868
SNAPAletheiaBuildhistoryDocs19Cef181A57CBoostTgammaDeltaRatioDataIppTgammaDeltaRatioDataTxt_cbe6f98d-cfe9-4600-9a51-05d1f01dca98.json,2041
SNAPAletheiaBuildhistoryDocs19Eabbcfbe0ABoostGammaInvBigDataIppGammaInvBigDataTxt_ddccfe35-922b-40cb-97b7-3605df04f02d.json,1961
SNAPAletheiaBuildhistoryDocs1A7192585Aa8BuildV10CqeOperatingSystemCompleteReadmeMd_8c981f90-ef45-4763-9ea9-d10c29fe5116.json,1971
SNAPAletheiaBuildhistoryDocs1Ac4Eab14BabTutorialStatsHypothesisSpearmanrMd_4b80c851-0f2f-4ead-8e9b-d7f7e232f77b.json,1902
SNAPAletheiaBuildhistoryDocs1Acc16B19D50DocsArchitectureQuickDetails250827141802Txt_a7b36014-c04c-4ad3-81e5-d9ec6c233940.json,1974
SNAPAletheiaBuildhistoryDocs1B008C96630ATieraA3PaperMd_a41ac178-8e21-42de-afe9-5bd64790487e.json,1741
SNAPAletheiaBuildhistoryDocs1B1675B61F1FE8Relatedmats20251010T050141Z1001E8RelatedMaLsdtprogresionTxt_8af5fcd7-a4d1-4576-ab42-40df7d0a6c07.json,2119
SNAPAletheiaBuildhistoryDocs1B7B50B24Fe0Bestbuild1013252BestBuild101325CqePaperFromPerplexityTxt_79210d05-7862-48a3-9490-6c37e9cb5254.json,2081
SNAPAletheiaBuildhistoryDocs1Ba6A40Ace2EDocsArchitecturePaper1CqeFrameworkMd_2950ab88-5173-464d-b6cf-97f1131a6f76.json,1920
SNAPAletheiaBuildhistoryDocs1Bb64F7Aa499SrcCqe08DocsWs1N4PalindromePdf_47f7e242-9440-4bff-8db5-690335e797bc.json,1870
SNAPAletheiaBuildhistoryDocs1Bc094E2Cb02BoostExpintDataIppExpintDataTxt_3d806af5-824f-4b85-a378-9859cd235ae1.json,1877
SNAPAletheiaBuildhistoryDocs1Be1Df33863FNumpyMainNumpyMainLicenseTxt_e26d1dfa-7c98-43f4-9e10-899517fe9411.json,1852
SNAPAletheiaBuildhistoryDocs1C270557B743DocsArchitectureMathematicalParallelsCarlsonSRotationalPrinciplesAndE8LatticeMathematicsMd_e1d3a677-c34d-4661-995f-6397b8caee78.json,2359
SNAPAletheiaBuildhistoryDocs1C398267F938DocsArchitectureResearchNotesTxt_20c8b30a-217c-4cdc-978e-e124e9fc4d28.json,1883
SNAPAletheiaBuildhistoryDocs1C72F58939EaCqeplusAutoFullDocs0Efeaa6D19NowShowHowTheCellularAutomataIfAppliedInMd_7da3177c-0929-44df-b972-b8148777b8e4.json,2210
SNAPAletheiaBuildhistoryDocs1Cd8C5536F91SrcCqe08Docs02WallCardpackPdf_fa79b0e5-913e-433f-bb77-264b85a47add.json,1861
SNAPAletheiaBuildhistoryDocs1D2E03679D6BTqfSuitePackageHarnessReadmeMd_a3d9c216-2d66-4c68-891b-cbce7c54605c.json,1871
SNAPAletheiaBuildhistoryDocs1D4078Adc411CqeDocsReadmeMd_46be4706-5198-4b9b-9173-ab072a379280.json,1749
SNAPAletheiaBuildhistoryDocs1D55A4F8B3F5DocsArchitectureCsvDocN250828002611Txt_c0d4f630-1026-4cb2-849e-32d5e069a749.json,1934
SNAPAletheiaBuildhistoryDocs1Ded55588767SerializationVocabularyNonPaddedNamespacesTxt_b78992b0-8fca-4845-9c00-1906401143d3.json,1988
SNAPAletheiaBuildhistoryDocs1E4159B0A96CTieraA4PaperMd_e0902cc7-18e4-4b8f-9a75-9398399ce729.json,1741
SNAPAletheiaBuildhistoryDocs1E5D635F8422Papers07PathAutoPaperMd_9e4a46b1-6810-4631-b524-4f2cc274244e.json,1815
SNAPAletheiaBuildhistoryDocs1E71C2D305C2Manusfullsessionmateriallist20251016T081507Z100CqeImplementationGuideMd_17ae8178-5e84-4f10-9199-8a587ef0e4ee.json,2201
SNAPAletheiaBuildhistoryDocs1Ea6A7590C5CDocsArchitectureSession2Expose251008135612Txt_1d8819c3-1714-485f-a287-6f59735a7555.json,1990
SNAPAletheiaBuildhistoryDocs1Eb4F850C21ASrcCqe08DocsCqeN1To5WorksheetsV1Pdf_59196924-bca3-4e46-acf2-145607f06c91.json,1910
SNAPAletheiaBuildhistoryDocs1Ef6Aae54890DocsArchitectureTestSetAMethods250826100436Txt_00ededf0-6ef3-4eac-81c7-0cae255484d3.json,1999
SNAPAletheiaBuildhistoryDocs1F244A3F3181Customgptbuild20251010T050137Z1001CustomGptBRjabchikovCreationMythPdf_b1420911-81e2-4315-ad3d-3f1fe224bc4f.json,2184
SNAPAletheiaBuildhistoryDocs1F2Af29220C1ArtifactsPrimeCoprimeTestsReadmeMd_3ee89bd4-764d-4cf3-ba45-1919267f4abf.json,1903
SNAPAletheiaBuildhistoryDocs1F3Aeb9705D6SrcCqe08DocsAlenaTensorTablePdf_9a9b1b21-806c-4000-a636-bebe30165f55.json,1877
SNAPAletheiaBuildhistoryDocs1F48C52F209AGithubIssueTemplateFeatureRequestMd_bd8d2397-6b3e-4f31-be20-e9070f2489ea.json,1912
SNAPAletheiaBuildhistoryDocs1F7A775424D2CqeplusAutoFullDocs4399E02623MorphonicGeometryATheoreticalFrameworkForFormlessStructureMd_222eca0e-b8f4-42c7-a290-cee290ed4ca4.json,2353
SNAPAletheiaBuildhistoryDocs20062Ba2996CTestsDataPdistHammingMlTxt_ed4b2bba-d964-4b22-9f72-20f801a25fb4.json,1836
SNAPAletheiaBuildhistoryDocs20463B3Ca87CTierbB14PaperMd_9947cc51-2aeb-437b-91ea-e686ee2db6ea.json,1749
SNAPAletheiaBuildhistoryDocs205389Ac7Af6Manusfullsessionmateriallist20251016T081507Z100ComprehensiveCqeReframingReportMd_4d964576-1513-45ba-851b-ca36b7d2033f.json,2274
SNAPAletheiaBuildhistoryDocs209B02634D74FixturesDataCcgbankTxt_f183ed26-1f46-4d52-9a9a-93ae2d19c4a0.json,1802
